,movie_id,user_id,user_rating,user_gender,user_zip_code,user_occupation_text,bucketized_user_age
157,604,25,4.0,1,55107,engineer,35.0
158,530,405,1.0,0,10019,healthcare,18.0
159,258,499,2.0,1,75006,programmer,35.0
160,684,506,5.0,1,03869,programmer,45.0
161,654,305,4.0,1,94086,programmer,18.0
162,340,589,1.0,1,90034,lawyer,18.0
163,403,805,4.0,0,20009,other,25.0
164,195,308,5.0,1,95076,retired,56.0
165,268,920,3.0,0,90008,artist,25.0
166,258,247,5.0,1,20770,engineer,25.0
167,282,655,3.0,0,60657,healthcare,50.0
168,9,291,5.0,1,44106,student,18.0
169,191,625,3.0,1,20723,programmer,25.0
170,149,354,5.0,0,48197,librarian,25.0
171,932,471,5.0,1,77459,student,1.0
172,334,309,4.0,1,70802,scientist,35.0
173,215,751,4.0,0,90034,other,18.0
174,172,556,5.0,0,30606,educator,35.0
175,28,771,5.0,1,15232,student,25.0
176,646,666,3.0,1,61820,administrator,35.0
177,121,94,2.0,1,71457,student,25.0
178,219,814,4.0,1,12345,other,25.0
179,619,699,2.0,1,96754,other,35.0
180,356,664,3.0,1,94115,engineer,25.0
181,458,733,2.0,0,60630,other,35.0
182,99,693,3.0,0,85210,healthcare,35.0
183,288,787,1.0,0,98620,student,18.0
184,566,661,4.0,1,98121,programmer,25.0
185,323,502,4.0,1,23092,student,18.0
186,259,30,4.0,1,55436,student,1.0
187,331,616,4.0,1,50613,scientist,50.0
188,9,390,5.0,0,85016,writer,35.0
189,566,94,2.0,1,71457,student,25.0
190,1037,453,1.0,1,06333,student,18.0
191,144,715,5.0,1,91206,technician,18.0
192,558,833,4.0,1,90019,writer,25.0
193,264,486,3.0,1,93101,educator,35.0
194,420,417,4.0,0,48103,other,25.0
195,905,450,5.0,0,11758,educator,35.0
196,333,720,4.0,0,16506,administrator,45.0
197,272,711,5.0,0,15203,student,18.0
198,1049,181,1.0,1,21218,executive,25.0
199,597,386,3.0,1,43221,salesman,35.0
200,661,496,3.0,0,55414,student,18.0
201,1135,262,3.0,0,78264,student,18.0
202,257,676,5.0,1,32712,programmer,25.0
203,127,409,4.0,1,98225,administrator,45.0
204,12,823,4.0,1,50322,artist,25.0
205,31,198,3.0,0,55414,student,18.0
206,197,233,5.0,1,98682,engineer,35.0
207,179,806,5.0,1,11217,marketing,25.0
208,111,540,4.0,1,91201,engineer,25.0
209,1087,731,1.0,0,70403,educator,35.0
210,3,472,5.0,1,87544,student,18.0
211,25,274,5.0,0,55414,student,18.0
212,98,850,1.0,1,78390,technician,25.0
213,1019,487,5.0,1,92121,engineer,18.0
214,11,593,4.0,0,68767,educator,25.0
215,520,346,5.0,1,76059,other,25.0
216,1222,896,2.0,1,91505,writer,25.0
217,132,514,4.0,1,20707,programmer,25.0
218,1135,378,2.0,1,02859,student,35.0
219,326,856,2.0,0,97215,marketing,35.0
220,841,880,3.0,1,83702,student,1.0
221,23,214,5.0,0,11231,librarian,25.0
222,228,890,4.0,1,97301,student,25.0
223,55,524,2.0,1,02159,educator,56.0
224,796,472,4.0,1,87544,student,18.0
225,82,347,5.0,1,90210,student,18.0
226,820,697,3.0,1,77042,other,25.0
227,496,622,4.0,1,14850,programmer,25.0
228,64,870,5.0,1,65203,student,18.0
229,234,638,4.0,1,01940,engineer,45.0
230,172,374,3.0,1,78746,executive,35.0
231,132,864,5.0,1,63021,programmer,25.0
232,307,399,3.0,1,92374,other,25.0
233,19,537,4.0,1,22902,engineer,35.0
234,162,734,3.0,0,63108,other,25.0
235,13,903,5.0,1,20850,educator,25.0
236,108,747,4.0,1,93612,other,18.0
237,455,882,3.0,1,40503,engineer,35.0
238,121,62,4.0,0,97214,administrator,25.0
239,423,130,5.0,1,60115,none,18.0
240,82,254,4.0,1,42647,educator,35.0
241,208,394,5.0,1,96819,administrator,25.0
242,771,653,2.0,1,55105,executive,25.0
243,332,663,4.0,1,19341,other,25.0
244,1395,206,1.0,0,53115,student,1.0
245,1013,666,3.0,1,61820,administrator,35.0
246,171,397,5.0,1,27514,student,1.0
247,386,262,3.0,0,78264,student,18.0
248,568,28,4.0,1,55369,writer,25.0
249,771,450,3.0,0,11758,educator,35.0
250,118,396,4.0,1,94551,engineer,56.0
251,210,543,3.0,1,95123,scientist,25.0
252,235,256,3.0,0,39042,none,35.0
253,511,889,4.0,1,78704,technician,18.0
254,274,456,3.0,1,31820,technician,18.0
255,29,881,2.0,1,43017,marketing,35.0
256,324,936,5.0,1,32789,other,18.0
257,163,395,5.0,1,44092,other,35.0
258,900,13,5.0,1,29206,educator,45.0
259,605,524,1.0,1,02159,educator,56.0
260,142,276,3.0,1,95064,student,18.0
261,603,864,4.0,1,63021,programmer,25.0
262,25,933,2.0,1,48105,student,25.0
263,423,913,3.0,1,76201,student,25.0
264,135,305,3.0,1,94086,programmer,18.0
265,866,549,4.0,1,45680,scientist,35.0
266,283,243,3.0,1,60201,educator,25.0
267,137,581,5.0,1,94131,other,35.0
268,48,73,2.0,1,41850,student,18.0
269,182,667,5.0,1,01970,librarian,35.0
270,236,894,4.0,1,74075,educator,45.0
271,135,645,5.0,1,53211,programmer,25.0
272,50,325,5.0,1,02139,technician,45.0
273,747,727,2.0,1,78741,student,25.0
274,82,881,5.0,1,43017,marketing,35.0
275,365,790,4.0,1,80913,technician,25.0
276,1217,682,3.0,1,55128,programmer,18.0
277,192,641,4.0,1,60626,student,18.0
278,159,303,3.0,1,14853,student,18.0
279,380,378,3.0,1,02859,student,35.0
280,8,679,2.0,0,54302,student,18.0
281,200,881,2.0,1,43017,marketing,35.0
282,269,790,3.0,1,80913,technician,25.0
283,21,307,4.0,1,55454,student,25.0
284,550,562,4.0,0,20879,administrator,50.0
285,1022,574,2.0,1,53188,educator,56.0
286,328,3,5.0,1,32067,writer,18.0
287,1197,411,4.0,1,44691,educator,25.0
288,946,340,5.0,1,80123,engineer,45.0
289,591,733,3.0,0,60630,other,35.0
290,505,716,4.0,0,44265,administrator,35.0
291,216,504,4.0,0,92115,writer,35.0
292,33,805,5.0,0,20009,other,25.0
293,222,501,4.0,1,10025,student,18.0
294,479,326,5.0,1,15235,administrator,35.0
295,504,31,5.0,1,10003,artist,18.0
296,201,268,3.0,1,19422,engineer,18.0
297,100,792,4.0,1,12205,programmer,35.0
298,502,406,1.0,1,93109,educator,50.0
299,86,565,5.0,1,55422,student,35.0
300,928,234,2.0,1,94702,retired,56.0
301,77,664,3.0,1,94115,engineer,25.0
302,135,387,5.0,1,37412,entertainment,25.0
303,98,228,3.0,0,22003,student,18.0
304,73,541,4.0,0,84302,student,18.0
305,22,110,4.0,1,77840,student,18.0
306,1227,861,4.0,0,14085,student,35.0
307,544,293,3.0,1,60804,writer,18.0
308,232,715,4.0,1,91206,technician,18.0
309,456,159,3.0,0,55346,student,18.0
310,871,533,2.0,1,02324,librarian,35.0
311,173,326,5.0,1,15235,administrator,35.0
312,1139,417,3.0,0,48103,other,25.0
313,135,1,4.0,1,85711,technician,18.0
314,662,871,3.0,1,44648,executive,25.0
315,230,766,3.0,1,10960,other,35.0
316,862,653,2.0,1,55105,executive,25.0
317,281,548,4.0,1,95468,writer,50.0
318,462,338,4.0,0,59717,librarian,35.0
319,28,389,4.0,0,83702,writer,35.0
320,32,567,5.0,1,10003,entertainment,18.0
321,4,466,3.0,1,90804,student,18.0
322,251,286,5.0,1,15217,student,25.0
323,321,488,3.0,1,21012,technician,45.0
324,829,119,5.0,1,67401,programmer,25.0
325,233,506,4.0,1,03869,programmer,45.0
326,527,643,3.0,1,55122,scientist,35.0
327,241,354,3.0,0,48197,librarian,25.0
328,92,450,4.0,0,11758,educator,35.0
329,695,221,4.0,1,20685,student,18.0
330,318,468,5.0,1,02341,engineer,25.0
331,184,216,4.0,1,02215,engineer,18.0
332,287,303,4.0,1,14853,student,18.0
333,546,94,3.0,1,71457,student,25.0
334,237,917,5.0,0,20006,student,18.0
335,210,600,4.0,1,02320,programmer,25.0
336,623,234,2.0,1,94702,retired,56.0
337,159,372,5.0,0,66046,student,25.0
338,930,546,5.0,1,22911,executive,35.0
339,494,870,3.0,1,65203,student,18.0
340,288,463,1.0,0,75218,healthcare,45.0
341,1046,130,4.0,1,60115,none,18.0
342,219,943,4.0,1,77841,student,18.0
343,275,770,5.0,1,14216,student,25.0
344,182,402,5.0,1,95129,engineer,25.0
345,234,345,4.0,0,94143,librarian,25.0
346,151,756,4.0,0,90247,none,25.0
347,88,314,5.0,0,08043,student,18.0
348,163,22,1.0,1,40206,writer,25.0
349,520,326,5.0,1,15235,administrator,35.0
350,97,504,4.0,0,92115,writer,35.0
351,210,638,4.0,1,01940,engineer,45.0
352,675,363,3.0,1,87501,student,18.0
353,737,44,1.0,1,46260,technician,25.0
354,705,670,5.0,1,21114,technician,25.0
355,20,936,5.0,1,32789,other,18.0
356,151,308,4.0,1,95076,retired,56.0
357,206,268,3.0,1,19422,engineer,18.0
358,174,332,5.0,1,40504,student,18.0
359,8,253,4.0,0,22903,librarian,25.0
360,100,388,3.0,1,36106,other,25.0
361,896,656,5.0,1,10314,educator,45.0
362,436,407,3.0,1,03261,engineer,25.0
363,1315,599,4.0,0,R3T5K,student,18.0
364,257,223,4.0,0,47906,student,18.0
365,511,10,4.0,1,90703,lawyer,50.0
366,222,738,4.0,1,95403,technician,35.0
367,432,406,5.0,1,93109,educator,50.0
368,90,659,2.0,1,54248,educator,25.0
369,739,346,3.0,1,76059,other,25.0
370,380,807,4.0,0,93555,healthcare,35.0
371,100,891,5.0,0,03062,administrator,50.0
372,310,119,5.0,1,67401,programmer,25.0
373,514,488,2.0,1,21012,technician,45.0
374,458,548,3.0,1,95468,writer,50.0
375,879,90,3.0,1,78155,educator,56.0
376,473,363,4.0,1,87501,student,18.0
377,521,929,5.0,1,53711,scientist,35.0
378,928,650,2.0,1,83814,engineer,35.0
379,428,660,4.0,1,77380,student,25.0
380,73,59,4.0,1,08403,educator,45.0
381,216,315,4.0,1,18301,educator,25.0
382,473,348,3.0,0,45660,student,18.0
383,282,910,3.0,1,29301,healthcare,25.0
384,813,192,4.0,1,90840,educator,35.0
385,1305,279,4.0,1,85251,programmer,25.0
386,717,458,1.0,1,Y1A6B,technician,45.0
387,276,119,2.0,1,67401,programmer,25.0
388,1520,314,3.0,0,08043,student,18.0
389,214,222,4.0,1,27502,programmer,25.0
390,195,660,4.0,1,77380,student,25.0
391,704,524,4.0,1,02159,educator,56.0
392,1155,76,2.0,1,02215,student,18.0
393,755,751,4.0,0,90034,other,18.0
394,328,689,5.0,1,45439,other,25.0
395,64,533,5.0,1,02324,librarian,35.0
396,334,301,3.0,1,55439,student,18.0
397,380,881,4.0,1,43017,marketing,35.0
398,993,290,4.0,1,93550,engineer,35.0
399,449,746,1.0,1,19047,engineer,25.0
400,151,938,4.0,0,55038,technician,35.0
401,192,493,3.0,1,60090,engineer,18.0
402,15,16,5.0,1,10309,entertainment,18.0
403,274,718,3.0,1,64118,technician,35.0
404,218,416,3.0,0,92626,student,18.0
405,79,826,4.0,1,77048,artist,25.0
406,462,504,4.0,0,92115,writer,35.0
407,122,793,3.0,1,85281,student,18.0
408,14,409,5.0,1,98225,administrator,45.0
409,655,868,4.0,1,55303,programmer,18.0
410,118,749,3.0,1,80919,other,25.0
411,145,246,1.0,1,28734,student,18.0
412,173,334,4.0,1,30002,librarian,25.0
413,843,478,5.0,1,10019,other,25.0
414,379,586,4.0,1,79508,student,18.0
415,319,655,3.0,0,60657,healthcare,50.0
416,547,857,3.0,0,V1G4L,administrator,35.0
417,344,841,3.0,1,47401,doctor,45.0
418,22,536,5.0,1,30078,engineer,35.0
419,925,493,3.0,1,60090,engineer,18.0
420,339,863,3.0,1,60089,student,1.0
421,258,862,5.0,1,13820,executive,25.0
422,183,435,5.0,1,60007,engineer,18.0
423,219,653,1.0,1,55105,executive,25.0
424,246,334,4.0,1,30002,librarian,25.0
425,685,303,1.0,1,14853,student,18.0
426,1048,796,2.0,0,33755,writer,25.0
427,1019,567,5.0,1,10003,entertainment,18.0
428,371,343,2.0,1,30093,engineer,35.0
429,175,10,3.0,1,90703,lawyer,50.0
430,9,761,2.0,1,97302,student,1.0
431,281,881,3.0,1,43017,marketing,35.0
432,806,493,3.0,1,60090,engineer,18.0
433,313,327,4.0,1,11101,student,18.0
434,300,49,1.0,0,76111,student,18.0
435,748,377,4.0,1,18015,student,18.0
436,155,222,4.0,1,27502,programmer,25.0
437,3,663,4.0,1,19341,other,25.0
438,523,746,3.0,1,19047,engineer,25.0
439,284,733,2.0,0,60630,other,35.0
440,625,178,3.0,1,49512,other,25.0
441,172,295,4.0,1,50325,educator,25.0
442,463,142,3.0,1,48118,other,1.0
443,291,792,2.0,1,12205,programmer,35.0
444,331,920,3.0,0,90008,artist,25.0
445,62,788,3.0,1,05779,administrator,50.0
446,1047,68,1.0,1,22904,student,18.0
447,22,286,4.0,1,15217,student,25.0
448,1033,648,2.0,1,91351,engineer,35.0
449,289,683,4.0,1,23509,librarian,35.0
450,514,615,5.0,1,27705,educator,35.0
451,238,373,4.0,0,55116,other,18.0
452,111,629,5.0,0,44224,other,45.0
453,518,478,4.0,1,10019,other,25.0
454,169,279,5.0,1,85251,programmer,25.0
455,932,749,3.0,1,80919,other,25.0
456,768,495,3.0,1,03052,engineer,25.0
457,262,860,4.0,0,48322,retired,56.0
458,289,904,5.0,0,61073,student,1.0
459,191,868,3.0,1,55303,programmer,18.0
460,806,65,4.0,0,48118,educator,50.0
461,184,622,5.0,1,14850,programmer,25.0
462,28,374,5.0,1,78746,executive,35.0
463,176,506,5.0,1,03869,programmer,45.0
464,1277,328,3.0,1,06779,administrator,50.0
465,432,437,3.0,0,20009,other,25.0
466,984,181,1.0,1,21218,executive,25.0
467,258,448,4.0,1,10021,entertainment,18.0
468,114,711,5.0,0,15203,student,18.0
469,135,10,5.0,1,90703,lawyer,50.0
470,307,509,2.0,1,10011,administrator,18.0
471,1208,135,3.0,1,38401,student,18.0
472,307,782,4.0,0,33205,artist,18.0
473,588,23,4.0,0,48197,artist,25.0
474,118,807,4.0,0,93555,healthcare,35.0
475,441,368,3.0,1,92113,student,18.0
476,301,319,4.0,1,22030,programmer,35.0
477,299,557,4.0,0,11217,writer,25.0
478,479,312,5.0,1,02110,other,45.0
479,676,648,2.0,1,91351,engineer,35.0
480,40,561,2.0,1,60005,engineer,18.0
481,209,295,5.0,1,50325,educator,25.0
482,1074,790,3.0,1,80913,technician,25.0
483,193,778,4.0,1,01960,student,25.0
484,1287,851,1.0,1,29646,other,18.0
485,1007,675,4.0,1,28814,other,25.0
486,215,295,5.0,1,50325,educator,25.0
487,1021,312,3.0,1,02110,other,45.0
488,411,378,3.0,1,02859,student,35.0
489,423,805,1.0,0,20009,other,25.0
490,1196,655,3.0,0,60657,healthcare,50.0
491,699,328,4.0,1,06779,administrator,50.0
492,300,39,3.0,1,01040,entertainment,35.0
493,501,712,3.0,0,54901,student,18.0
494,288,13,1.0,1,29206,educator,45.0
495,381,5,1.0,0,15213,other,25.0
496,81,73,5.0,1,41850,student,18.0
497,663,271,4.0,1,22932,engineer,50.0
498,418,92,3.0,1,80525,entertainment,25.0
499,1254,528,3.0,1,55104,student,18.0
500,121,293,3.0,1,60804,writer,18.0
501,692,883,3.0,1,50266,librarian,45.0
502,642,59,5.0,1,08403,educator,45.0
503,25,630,2.0,0,55408,healthcare,25.0
504,742,703,3.0,1,49512,educator,25.0
505,452,896,3.0,1,91505,writer,25.0
506,879,416,3.0,0,92626,student,18.0
507,155,303,3.0,1,14853,student,18.0
508,435,613,5.0,0,29678,marketing,35.0
509,742,442,3.0,1,85282,student,18.0
510,878,506,3.0,1,03869,programmer,45.0
511,696,764,3.0,0,62903,educator,25.0
512,109,244,4.0,1,80525,technician,25.0
513,629,655,3.0,0,60657,healthcare,50.0
514,138,246,1.0,1,28734,student,18.0
515,340,324,5.0,0,02176,student,18.0
516,1401,435,4.0,1,60007,engineer,18.0
517,51,790,3.0,1,80913,technician,25.0
518,112,254,2.0,1,42647,educator,35.0
519,141,642,4.0,0,95521,student,18.0
520,475,68,5.0,1,22904,student,18.0
521,237,201,4.0,1,E2A4H,writer,25.0
522,62,922,3.0,0,21114,administrator,25.0
523,286,500,1.0,1,94305,administrator,25.0
524,515,201,5.0,1,E2A4H,writer,25.0
525,739,524,2.0,1,02159,educator,56.0
526,432,795,3.0,1,08610,programmer,25.0
527,1142,303,4.0,1,14853,student,18.0
528,202,233,5.0,1,98682,engineer,35.0
529,490,698,3.0,0,06906,programmer,25.0
530,588,757,3.0,1,55104,student,25.0
531,48,741,4.0,1,63108,writer,25.0
532,258,79,5.0,0,03755,administrator,35.0
533,528,693,1.0,0,85210,healthcare,35.0
534,288,938,5.0,0,55038,technician,35.0
535,222,887,3.0,0,27249,student,1.0
536,81,436,3.0,0,17345,administrator,25.0
537,204,666,3.0,1,61820,administrator,35.0
538,378,65,5.0,0,48118,educator,50.0
539,326,909,4.0,0,53171,educator,50.0
540,313,356,5.0,0,92688,homemaker,25.0
541,639,90,5.0,1,78155,educator,56.0
542,628,435,5.0,1,60007,engineer,18.0
543,190,488,5.0,1,21012,technician,45.0
544,191,786,4.0,0,01754,engineer,35.0
545,1410,682,3.0,1,55128,programmer,18.0
546,92,629,4.0,0,44224,other,45.0
547,321,672,4.0,0,90095,administrator,50.0
548,408,292,4.0,0,94703,programmer,35.0
549,100,41,4.0,1,80525,engineer,25.0
550,1053,711,4.0,0,15203,student,18.0
551,662,921,4.0,0,98801,student,18.0
552,523,883,5.0,1,50266,librarian,45.0
553,565,7,4.0,1,91344,administrator,56.0
554,830,13,1.0,1,29206,educator,45.0
555,608,758,5.0,1,53706,student,25.0
556,1126,406,3.0,1,93109,educator,50.0
557,775,655,2.0,0,60657,healthcare,50.0
558,950,463,3.0,0,75218,healthcare,45.0
559,441,5,1.0,0,15213,other,25.0
560,491,230,3.0,0,14476,student,25.0
561,521,533,3.0,1,02324,librarian,35.0
562,393,318,5.0,1,06518,retired,56.0
563,657,804,4.0,1,61820,educator,35.0
564,126,594,3.0,1,M4J2K,educator,45.0
565,1051,336,2.0,1,42101,salesman,18.0
566,181,217,1.0,1,11727,other,18.0
567,66,208,4.0,1,01720,engineer,35.0
568,475,339,5.0,1,37901,lawyer,35.0
569,507,608,3.0,1,10003,other,18.0
570,170,380,4.0,1,55117,engineer,25.0
571,151,916,3.0,1,N2L5N,engineer,25.0
572,826,717,2.0,1,84105,technician,18.0
573,1311,450,4.0,0,11758,educator,35.0
574,405,89,3.0,0,68106,administrator,35.0
575,1,117,4.0,1,16125,student,18.0
576,747,354,2.0,0,48197,librarian,25.0
577,286,60,5.0,1,06472,healthcare,50.0
578,449,622,2.0,1,14850,programmer,25.0
579,8,7,5.0,1,91344,administrator,56.0
580,476,533,2.0,1,02324,librarian,35.0
581,782,592,2.0,1,97520,student,18.0
582,227,705,4.0,0,54494,student,18.0
583,559,727,2.0,1,78741,student,25.0
584,229,738,3.0,1,95403,technician,35.0
585,191,401,4.0,0,84107,healthcare,45.0
586,387,89,5.0,0,68106,administrator,35.0
587,797,217,4.0,1,11727,other,18.0
588,506,618,4.0,0,44212,student,1.0
589,218,363,2.0,1,87501,student,18.0
590,1315,525,4.0,0,19711,administrator,25.0
591,679,279,4.0,1,85251,programmer,25.0
592,40,234,2.0,1,94702,retired,56.0
593,472,751,2.0,0,90034,other,18.0
594,289,874,4.0,1,37076,scientist,35.0
595,928,109,3.0,1,55423,other,25.0
596,140,864,3.0,1,63021,programmer,25.0
597,257,840,3.0,1,55406,artist,35.0
598,24,310,4.0,1,91711,educator,35.0
599,94,453,4.0,1,06333,student,18.0
600,111,779,4.0,1,K7L5J,student,25.0
601,315,919,3.0,1,14216,other,25.0
602,229,215,3.0,1,63033,programmer,35.0
603,98,405,4.0,0,10019,healthcare,18.0
604,323,687,2.0,0,27713,healthcare,25.0
605,134,650,5.0,1,83814,engineer,35.0
606,182,10,5.0,1,90703,lawyer,50.0
607,1033,642,3.0,0,95521,student,18.0
608,269,319,3.0,1,22030,programmer,35.0
609,654,875,4.0,0,35802,student,18.0
610,1283,145,1.0,1,V3N4P,entertainment,25.0
611,566,42,5.0,1,17870,administrator,25.0
612,150,456,4.0,1,31820,technician,18.0
613,428,911,4.0,0,53210,writer,35.0
614,223,561,4.0,1,60005,engineer,18.0
615,47,476,3.0,1,60440,student,25.0
616,431,178,4.0,1,49512,other,25.0
617,323,883,5.0,1,50266,librarian,45.0
618,211,543,4.0,1,95123,scientist,25.0
619,216,878,4.0,0,98027,educator,50.0
620,128,301,5.0,1,55439,student,18.0
621,122,774,1.0,1,80027,student,25.0
622,1047,145,3.0,1,V3N4P,entertainment,25.0
623,161,918,1.0,1,70116,scientist,35.0
